country,year,Trawling_Hours
Sablefish Pacific Coast,1909,17770.33
Sharpchin rockfish Pacific Coast,1909,17157.62
Shortspine thornyhead Pacific Coast,1909,17699.23
Spanish mackerel Gulf of Mexico,1909,17124.3
Splitnose rockfish Pacific Coast,1909,17585.85
Spurdog Northeast Atlantic,1909,18042.13
Yellowtail rockfish Northern Pacific Coast,1909,18767.74
American lobster Lobster Fishing Area 34,1910,18588.04
American lobster Lobster Fishing Areas 35-38,1910,17533.53
American lobster Southern Gulf of St. Lawrence,1910,17786.6
Atlantic halibut Gulf of Maine / Georges Bank,1910,17791.26
Black rockfish Oregon Coast,1910,18928.15
Canary rockfish Pacific Coast,1910,18432.72
Chilipepper Southern Pacific Coast,1910,18276.84
China rockfish Central Pacific Coast,1910,17720.66
China rockfish Northern Pacific Coast,1910,17755.9
China rockfish Southern Pacific Coast,1910,17856.58
Common sole ICES 7bc,1910,17319.1
Cowcod Southern California,1910,18634.43
Dover sole Pacific Coast,1910,17570.07
Dredge oyster Foveax Strait,1910,18351.96
English sole Pacific Coast,1910,18482.78
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1910,17744.37
European plaice ICES 7bc,1910,18139.34
King mackerel Southern Atlantic coast,1910,17599.6
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1910,17736.93
New Zealand snapper New Zealand SNA 1 east Northland,1910,17408.54
Orange roughy New Zealand Mid East Coast,1910,19494.79
Pacific halibut North Pacific,1910,17535.99
Petrale sole Pacific Coast,1910,18501.69
Red snapper Gulf of Mexico,1910,18858.9
Rex sole Pacific Coast,1910,17469.07
Sablefish Pacific Coast,1910,17656.26
Sharpchin rockfish Pacific Coast,1910,17078.62
Shortspine thornyhead Pacific Coast,1910,18302.03
Spanish mackerel Gulf of Mexico,1910,17377.16
Splitnose rockfish Pacific Coast,1910,17904.6
Spurdog Northeast Atlantic,1910,19027.42
West coast rock lobster South Africa Area 7,1910,17241.44
West coast rock lobster South Africa Area 8,1910,19143.47
West coast rock lobster South Africa Areas 1-2,1910,19245.11
West coast rock lobster South Africa Areas 3-4,1910,19360.25
West coast rock lobster South Africa Areas 5-6,1910,17784.43
Yellowtail rockfish Northern Pacific Coast,1910,18891.11
American lobster Lobster Fishing Area 34,1911,18604.98
American lobster Lobster Fishing Areas 35-38,1911,17727.28
American lobster Southern Gulf of St. Lawrence,1911,17301.65
Atlantic cod NAFO Subarea 1 (inshore),1911,18118.35
Atlantic halibut Gulf of Maine / Georges Bank,1911,18600.04
Black rockfish Oregon Coast,1911,18742.04
Canary rockfish Pacific Coast,1911,18309.0
Chilipepper Southern Pacific Coast,1911,18758.28
China rockfish Central Pacific Coast,1911,18788.68
China rockfish Northern Pacific Coast,1911,18200.99
China rockfish Southern Pacific Coast,1911,17708.29
Common sole ICES 7bc,1911,17395.24
Cowcod Southern California,1911,18355.16
Dover sole Pacific Coast,1911,17841.79
Dredge oyster Foveax Strait,1911,18292.12
English sole Pacific Coast,1911,18630.86
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1911,17947.57
European plaice ICES 7bc,1911,18304.58
King mackerel Southern Atlantic coast,1911,17618.89
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1911,17715.31
New Zealand snapper New Zealand SNA 1 east Northland,1911,17820.34
Orange roughy New Zealand Challenger Plateau,1911,18841.89
Orange roughy New Zealand Mid East Coast,1911,18985.59
Orange roughy Northwest Chatham Rise,1911,18190.73
Pacific halibut North Pacific,1911,17613.68
Petrale sole Pacific Coast,1911,18296.56
Red snapper Gulf of Mexico,1911,19246.43
Rex sole Pacific Coast,1911,17948.04
Sablefish Pacific Coast,1911,17612.26
Sharpchin rockfish Pacific Coast,1911,17359.55
Shortspine thornyhead Pacific Coast,1911,18543.66
Spanish mackerel Gulf of Mexico,1911,17783.66
Splitnose rockfish Pacific Coast,1911,18112.19
Spurdog Northeast Atlantic,1911,18178.03
West coast rock lobster South Africa Area 7,1911,16900.87
West coast rock lobster South Africa Area 8,1911,19277.97
West coast rock lobster South Africa Areas 1-2,1911,19360.04
West coast rock lobster South Africa Areas 3-4,1911,19347.32
West coast rock lobster South Africa Areas 5-6,1911,18285.67
Yellowtail rockfish Northern Pacific Coast,1911,19420.84
Acadian redfish Gulf of Maine / Georges Bank,1912,17913.69
American lobster Lobster Fishing Area 34,1912,19047.34
American lobster Lobster Fishing Areas 35-38,1912,17498.94
American lobster Southern Gulf of St. Lawrence,1912,17591.48
Atlantic cod NAFO Subarea 1 (inshore),1912,17930.12
Atlantic halibut Gulf of Maine / Georges Bank,1912,18385.99
Black rockfish Oregon Coast,1912,19422.49
Canary rockfish Pacific Coast,1912,18513.9
Chilipepper Southern Pacific Coast,1912,18776.48
China rockfish Central Pacific Coast,1912,18634.54
China rockfish Northern Pacific Coast,1912,18139.94
China rockfish Southern Pacific Coast,1912,17867.74
Common sole ICES 7bc,1912,17622.3
Cowcod Southern California,1912,18891.98
Dover sole Pacific Coast,1912,17721.19
Dredge oyster Foveax Strait,1912,18275.87
English sole Pacific Coast,1912,18683.25
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1912,17780.09
European plaice ICES 7bc,1912,18712.55
King mackerel Southern Atlantic coast,1912,18245.1
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1912,17963.2
New Zealand snapper New Zealand SNA 1 east Northland,1912,18050.23
Orange roughy New Zealand Challenger Plateau,1912,18887.98
Orange roughy New Zealand Mid East Coast,1912,18996.84
Orange roughy Northwest Chatham Rise,1912,18664.93
Pacific halibut North Pacific,1912,18181.69
Petrale sole Pacific Coast,1912,18280.61
Red snapper Gulf of Mexico,1912,19264.85
Rex sole Pacific Coast,1912,17813.47
Sablefish Pacific Coast,1912,17944.21
Sharpchin rockfish Pacific Coast,1912,18019.05
Shortspine thornyhead Pacific Coast,1912,18419.33
Spanish mackerel Gulf of Mexico,1912,17510.43
Splitnose rockfish Pacific Coast,1912,18018.28
Spurdog Northeast Atlantic,1912,18549.76
West coast rock lobster South Africa Area 7,1912,17661.36
West coast rock lobster South Africa Area 8,1912,19880.13
West coast rock lobster South Africa Areas 1-2,1912,19476.5
West coast rock lobster South Africa Areas 3-4,1912,18965.7
West coast rock lobster South Africa Areas 5-6,1912,17462.64
Yellowtail rockfish Northern Pacific Coast,1912,19330.2
Acadian redfish Gulf of Maine / Georges Bank,1913,18195.87
American lobster Lobster Fishing Area 34,1913,19197.53
American lobster Lobster Fishing Areas 35-38,1913,17312.66
American lobster Southern Gulf of St. Lawrence,1913,17526.66
Atlantic cod NAFO Subarea 1 (inshore),1913,18053.15
Atlantic halibut Gulf of Maine / Georges Bank,1913,18472.83
Black rockfish Oregon Coast,1913,19040.39
Canary rockfish Pacific Coast,1913,18592.64
Chilipepper Southern Pacific Coast,1913,18852.93
China rockfish Central Pacific Coast,1913,18410.7
China rockfish Northern Pacific Coast,1913,17814.99
China rockfish Southern Pacific Coast,1913,18371.54
Common sole ICES 7bc,1913,18030.02
Cowcod Southern California,1913,18328.17
Dover sole Pacific Coast,1913,18274.2
Dredge oyster Foveax Strait,1913,18713.92
English sole Pacific Coast,1913,19391.53
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1913,17850.37
European plaice ICES 7bc,1913,18815.75
King mackerel Southern Atlantic coast,1913,18404.45
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1913,17689.79
New Zealand snapper New Zealand SNA 1 east Northland,1913,18526.89
Orange roughy New Zealand Challenger Plateau,1913,18592.05
Orange roughy New Zealand Mid East Coast,1913,19009.73
Orange roughy Northwest Chatham Rise,1913,18597.58
Pacific halibut North Pacific,1913,17719.23
Petrale sole Pacific Coast,1913,18990.58
Red snapper Gulf of Mexico,1913,19874.19
Rex sole Pacific Coast,1913,18227.41
Sablefish Pacific Coast,1913,17563.45
Sablefish Pacific Coast of Canada,1913,18588.11
Sharpchin rockfish Pacific Coast,1913,17909.77
Shortspine thornyhead Pacific Coast,1913,18077.12
Spanish mackerel Gulf of Mexico,1913,18089.12
Splitnose rockfish Pacific Coast,1913,18159.59
Spurdog Northeast Atlantic,1913,18224.84
West coast rock lobster South Africa Area 7,1913,17940.37
West coast rock lobster South Africa Area 8,1913,19539.58
West coast rock lobster South Africa Areas 1-2,1913,19686.38
West coast rock lobster South Africa Areas 3-4,1913,18886.9
West coast rock lobster South Africa Areas 5-6,1913,18214.27
Yellowtail rockfish Northern Pacific Coast,1913,18988.36
Acadian redfish Gulf of Maine / Georges Bank,1914,17240.98
American lobster Lobster Fishing Area 34,1914,19387.13
American lobster Lobster Fishing Areas 35-38,1914,18434.86
American lobster Southern Gulf of St. Lawrence,1914,17872.05
Arrowtooth flounder Pacific Coast,1914,17729.74
Atlantic cod NAFO Subarea 1 (inshore),1914,17819.08
Atlantic halibut Gulf of Maine / Georges Bank,1914,18146.31
Black rockfish Oregon Coast,1914,19345.79
California scorpionfish Southern California,1914,19625.15
Canary rockfish Pacific Coast,1914,18751.66
Chilipepper Southern Pacific Coast,1914,19321.32
China rockfish Central Pacific Coast,1914,18788.31
China rockfish Northern Pacific Coast,1914,18638.98
China rockfish Southern Pacific Coast,1914,18529.06
Common sole ICES 7bc,1914,17614.87
Cowcod Southern California,1914,19101.52
Dover sole Pacific Coast,1914,17905.11
Dredge oyster Foveax Strait,1914,18966.68
English sole Pacific Coast,1914,18950.26
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1914,17685.78
European plaice ICES 7bc,1914,18922.65
King mackerel Southern Atlantic coast,1914,17847.16
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1914,17957.93
New Zealand snapper New Zealand SNA 1 east Northland,1914,17806.57
Orange roughy New Zealand Challenger Plateau,1914,19282.24
Orange roughy New Zealand Mid East Coast,1914,19565.39
Orange roughy Northwest Chatham Rise,1914,18301.12
Pacific halibut North Pacific,1914,18120.48
Petrale sole Pacific Coast,1914,19147.06
Red snapper Gulf of Mexico,1914,19852.17
Rex sole Pacific Coast,1914,18107.99
Sablefish Pacific Coast,1914,18484.58
Sablefish Pacific Coast of Canada,1914,18475.55
Sharpchin rockfish Pacific Coast,1914,17746.11
Shortspine thornyhead Pacific Coast,1914,18452.01
Spanish mackerel Gulf of Mexico,1914,17771.9
Splitnose rockfish Pacific Coast,1914,18090.17
Spurdog Northeast Atlantic,1914,18812.73
West coast rock lobster South Africa Area 7,1914,18159.16
West coast rock lobster South Africa Area 8,1914,19657.32
West coast rock lobster South Africa Areas 1-2,1914,19803.84
West coast rock lobster South Africa Areas 3-4,1914,19492.78
West coast rock lobster South Africa Areas 5-6,1914,19095.49
Yellowtail rockfish Northern Pacific Coast,1914,19076.81
Acadian redfish Gulf of Maine / Georges Bank,1915,17837.7
American lobster Lobster Fishing Area 34,1915,19907.1
American lobster Lobster Fishing Areas 35-38,1915,18119.07
American lobster Southern Gulf of St. Lawrence,1915,18181.91
Arrowtooth flounder Pacific Coast,1915,17937.78
Atlantic cod NAFO Subarea 1 (inshore),1915,18626.9
Atlantic halibut Gulf of Maine / Georges Bank,1915,18215.16
Black rockfish Oregon Coast,1915,19898.89
California scorpionfish Southern California,1915,20143.52
Canary rockfish Pacific Coast,1915,18697.9
Chilipepper Southern Pacific Coast,1915,19451.01
China rockfish Central Pacific Coast,1915,18559.86
China rockfish Northern Pacific Coast,1915,18672.94
China rockfish Southern Pacific Coast,1915,18305.48
Common sole ICES 7bc,1915,17172.07
Cowcod Southern California,1915,19150.98
Darkblotched rockfish Pacific Coast,1915,18360.56
Dover sole Pacific Coast,1915,18584.77
Dredge oyster Foveax Strait,1915,19168.17
English sole Pacific Coast,1915,19951.25
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1915,18111.1
European plaice ICES 7bc,1915,18983.43
Jackass morwong Eastern half of Southeast Australia,1915,19069.74
Kelp greenling Oregon Coast,1915,18291.55
King mackerel Southern Atlantic coast,1915,17870.4
Longnose skate Pacific Coast,1915,18774.08
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1915,17546.45
New Zealand snapper New Zealand SNA 1 east Northland,1915,18544.09
Orange roughy New Zealand Challenger Plateau,1915,18796.45
Orange roughy New Zealand Mid East Coast,1915,19102.05
Orange roughy Northwest Chatham Rise,1915,18479.48
Pacific halibut North Pacific,1915,18050.51
Petrale sole Pacific Coast,1915,18999.38
Red snapper Gulf of Mexico,1915,20026.77
Rex sole Pacific Coast,1915,17990.39
Sablefish Pacific Coast,1915,18528.33
Sablefish Pacific Coast of Canada,1915,19609.61
Sharpchin rockfish Pacific Coast,1915,17954.37
Shortspine thornyhead Pacific Coast,1915,18657.99
Spanish mackerel Gulf of Mexico,1915,17878.29
Splitnose rockfish Pacific Coast,1915,18141.05
Spurdog Northeast Atlantic,1915,18562.6
Tiger flathead Southeast Australia,1915,18974.02
Tilefish Mid-Atlantic Coast,1915,18200.77
West coast rock lobster South Africa Area 7,1915,17281.44
West coast rock lobster South Africa Area 8,1915,19692.2
West coast rock lobster South Africa Areas 1-2,1915,20054.11
West coast rock lobster South Africa Areas 3-4,1915,19297.06
West coast rock lobster South Africa Areas 5-6,1915,18213.36
Yellowtail rockfish Northern Pacific Coast,1915,19326.51
Acadian redfish Gulf of Maine / Georges Bank,1916,17606.68
American lobster Lobster Fishing Area 34,1916,19834.29
American lobster Lobster Fishing Areas 35-38,1916,18290.23
American lobster Southern Gulf of St. Lawrence,1916,18267.77
Arrowtooth flounder Pacific Coast,1916,18448.17
Atlantic cod NAFO Subarea 1 (inshore),1916,18391.72
Atlantic halibut Gulf of Maine / Georges Bank,1916,18506.37
Aurora rockfish Pacific Coast,1916,19902.63
Black rockfish California,1916,19285.83
Black rockfish Oregon Coast,1916,19439.87
Blue rockfish California,1916,19901.84
Brown rockfish Pacific Coast,1916,19459.97
California scorpionfish Southern California,1916,19075.9
Canary rockfish Pacific Coast,1916,18855.79
Chilipepper Southern Pacific Coast,1916,19244.08
China rockfish Central Pacific Coast,1916,19425.93
China rockfish Northern Pacific Coast,1916,18636.61
China rockfish Southern Pacific Coast,1916,18656.04
Common sole ICES 7bc,1916,17962.41
Copper rockfish Pacific Coast,1916,19483.72
Cowcod Southern California,1916,19490.83
Darkblotched rockfish Pacific Coast,1916,18790.41
Dover sole Pacific Coast,1916,17740.85
Dredge oyster Foveax Strait,1916,19166.85
English sole Pacific Coast,1916,19611.67
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1916,18313.45
European plaice ICES 7bc,1916,19326.07
Greenspotted rockfish Northern Pacific Coast,1916,19781.25
Greenspotted rockfish Southern Pacific Coast,1916,17873.55
Greenstriped rockfish Pacific Coast,1916,17802.84
Jackass morwong Eastern half of Southeast Australia,1916,19051.37
Kelp greenling Oregon Coast,1916,19346.86
King mackerel Southern Atlantic coast,1916,18507.03
Longnose skate Pacific Coast,1916,18372.32
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1916,18506.6
New Zealand snapper New Zealand SNA 1 east Northland,1916,18785.12
Orange roughy New Zealand Challenger Plateau,1916,19674.66
Orange roughy New Zealand Mid East Coast,1916,19631.65
Orange roughy Northwest Chatham Rise,1916,19053.99
Pacific halibut North Pacific,1916,18784.05
Petrale sole Pacific Coast,1916,18893.67
Red snapper Gulf of Mexico,1916,19538.27
Rex sole Pacific Coast,1916,17955.27
Sablefish Pacific Coast,1916,18424.56
Sablefish Pacific Coast of Canada,1916,19340.38
Sharpchin rockfish Pacific Coast,1916,18119.59
Shortspine thornyhead Pacific Coast,1916,18978.75
Spanish mackerel Gulf of Mexico,1916,17686.24
Splitnose rockfish Pacific Coast,1916,18111.39
Spotted spiny dogfish Pacific Coast,1916,17459.76
Spurdog Northeast Atlantic,1916,19299.84
Tiger flathead Southeast Australia,1916,19489.11
Tilefish Mid-Atlantic Coast,1916,18523.58
West coast rock lobster South Africa Area 7,1916,17754.07
West coast rock lobster South Africa Area 8,1916,20262.38
West coast rock lobster South Africa Areas 1-2,1916,19775.29
West coast rock lobster South Africa Areas 3-4,1916,19172.46
West coast rock lobster South Africa Areas 5-6,1916,18239.91
Widow rockfish Pacific Coast,1916,18441.61
Yelloweye rockfish Pacific Coast,1916,18712.23
Yellowtail rockfish Northern Pacific Coast,1916,19811.42
Acadian redfish Gulf of Maine / Georges Bank,1917,17860.28
American lobster Lobster Fishing Area 34,1917,20068.88
American lobster Lobster Fishing Areas 35-38,1917,18419.5
American lobster Southern Gulf of St. Lawrence,1917,17942.04
Arrowtooth flounder Pacific Coast,1917,18441.87
Atlantic cod NAFO Subarea 1 (inshore),1917,17880.32
Atlantic halibut Gulf of Maine / Georges Bank,1917,18300.41
Aurora rockfish Pacific Coast,1917,20360.92
Black rockfish California,1917,20157.68
Black rockfish Oregon Coast,1917,19633.72
Blue rockfish California,1917,19905.21
Brown rockfish Pacific Coast,1917,19485.66
