country,year,biomass_relative_to,SST,Trawling_Hours,country_encoded
Rex sole Pacific Coast,1904,0,26.87,16692.91,931
Sablefish Pacific Coast,1904,24066790,27.6,17148.64,952
Sharpchin rockfish Pacific Coast,1904,0,26.18,16243.48,1001
Shortspine thornyhead Pacific Coast,1904,25030960,28.27,17584.65,1007
Spanish mackerel Gulf of Mexico,1904,38011410,27.66,17159.43,1173
Yellowtail rockfish Northern Pacific Coast,1904,0,29.2,18244.81,1327
American lobster Lobster Fishing Area 34,1905,0,29.12,18276.46,20
American lobster Lobster Fishing Areas 35-38,1905,0,27.96,17461.36,23
American lobster Southern Gulf of St. Lawrence,1905,0,27.67,17255.95,26
Atlantic halibut Gulf of Maine / Georges Bank,1905,838780,28.1,17572.82,100
Black rockfish Oregon Coast,1905,24917840,29.5,18510.38,141
Canary rockfish Pacific Coast,1905,24996660,27.98,17546.11,194
Chilipepper Southern Pacific Coast,1905,2418440,28.9,18123.91,206
China rockfish Central Pacific Coast,1905,25038460,28.45,17816.56,207
China rockfish Northern Pacific Coast,1905,250,27.79,17400.78,208
China rockfish Southern Pacific Coast,1905,24887220,27.18,17004.03,209
Cowcod Southern California,1905,24516130,27.79,17439.32,333
English sole Pacific Coast,1905,54397790,27.93,17542.67,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1905,0,26.04,16294.62,371
King mackerel Southern Atlantic coast,1905,46709750,27.99,17506.56,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1905,2457560,27.22,17011.12,568
New Zealand snapper New Zealand SNA 1 east Northland,1905,24641230,27.27,17063.34,569
Orange roughy New Zealand Mid East Coast,1905,28571430,28.79,18070.92,639
Pacific halibut North Pacific,1905,0,27.17,16975.13,656
Petrale sole Pacific Coast,1905,38475330,28.31,17747.95,690
Red snapper Gulf of Mexico,1905,1656250,28.78,18099.26,921
Rex sole Pacific Coast,1905,0,27.6,17237.55,931
Sablefish Pacific Coast,1905,24066790,27.63,17275.53,952
Sharpchin rockfish Pacific Coast,1905,0,26.79,16720.94,1001
Shortspine thornyhead Pacific Coast,1905,25030960,28.39,17763.41,1007
Spanish mackerel Gulf of Mexico,1905,37817970,26.66,16667.94,1173
Splitnose rockfish Pacific Coast,1905,31067960,27.81,17363.47,1180
Spurdog Northeast Atlantic,1905,17106190,28.07,17586.46,1198
Yellowtail rockfish Northern Pacific Coast,1905,0,29.95,18806.4,1327
American lobster Lobster Fishing Area 34,1906,0,29.48,18605.22,20
American lobster Lobster Fishing Areas 35-38,1906,0,26.74,16833.04,23
American lobster Southern Gulf of St. Lawrence,1906,0,27.05,16987.04,26
Atlantic halibut Gulf of Maine / Georges Bank,1906,818370,27.91,17566.96,100
Black rockfish Oregon Coast,1906,24917840,29.23,18461.45,141
Canary rockfish Pacific Coast,1906,24996660,28.38,17893.92,194
Chilipepper Southern Pacific Coast,1906,24148940,28.7,18110.38,206
China rockfish Central Pacific Coast,1906,25038460,28.6,18013.32,207
China rockfish Northern Pacific Coast,1906,250,28.2,17757.26,208
China rockfish Southern Pacific Coast,1906,24812030,27.51,17311.6,209
Cowcod Southern California,1906,24354840,27.71,17496.12,333
Dredge oyster Foveax Strait,1906,250,28.64,18053.16,365
English sole Pacific Coast,1906,54244560,29.18,18401.07,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1906,0,28.19,17689.11,371
King mackerel Southern Atlantic coast,1906,46709750,28.26,17775.35,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1906,24412310,26.22,16517.06,568
New Zealand snapper New Zealand SNA 1 east Northland,1906,24536230,27.57,17352.01,569
Orange roughy New Zealand Mid East Coast,1906,2860150,29.88,18833.76,639
Pacific halibut North Pacific,1906,0,27.4,17219.05,656
Petrale sole Pacific Coast,1906,38355840,28.58,18015.91,690
Red snapper Gulf of Mexico,1906,16328130,29.92,18891.5,921
Rex sole Pacific Coast,1906,0,26.85,16896.94,931
Sablefish Pacific Coast,1906,24066790,27.74,17447.72,952
Sharpchin rockfish Pacific Coast,1906,0,26.56,16686.03,1001
Shortspine thornyhead Pacific Coast,1906,25030960,27.98,17626.25,1007
Spanish mackerel Gulf of Mexico,1906,37721250,27.5,17280.57,1173
Splitnose rockfish Pacific Coast,1906,31067960,26.76,16841.33,1180
Spurdog Northeast Atlantic,1906,17106190,28.81,18134.86,1198
Yellowtail rockfish Northern Pacific Coast,1906,0,29.32,18532.98,1327
American lobster Lobster Fishing Area 34,1907,0,29.27,18583.08,20
American lobster Lobster Fishing Areas 35-38,1907,0,26.58,16844.53,23
American lobster Southern Gulf of St. Lawrence,1907,0,27.17,17172.12,26
Atlantic halibut Gulf of Maine / Georges Bank,1907,804080,28.49,18023.03,100
Black rockfish Oregon Coast,1907,24917840,28.98,18417.96,141
Canary rockfish Pacific Coast,1907,24996660,27.89,17709.16,194
Chilipepper Southern Pacific Coast,1907,24078010,28.9,18339.54,206
China rockfish Central Pacific Coast,1907,25038460,28.94,18325.96,207
China rockfish Northern Pacific Coast,1907,250,27.21,17268.93,208
China rockfish Southern Pacific Coast,1907,24774440,26.96,17090.57,209
Cowcod Southern California,1907,24193550,28.25,17927.45,333
Dredge oyster Foveax Strait,1907,250,28.01,17778.73,365
English sole Pacific Coast,1907,54091330,28.43,18058.83,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1907,0,26.01,16490.75,371
King mackerel Southern Atlantic coast,1907,466510,28.03,17749.44,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1907,24330660,27.36,17308.43,568
New Zealand snapper New Zealand SNA 1 east Northland,1907,24431220,26.7,16938.83,569
Orange roughy New Zealand Mid East Coast,1907,2860150,29.72,18847.51,639
Pacific halibut North Pacific,1907,0,27.95,17656.32,656
Petrale sole Pacific Coast,1907,38236350,28.06,17812.05,690
Red snapper Gulf of Mexico,1907,16171880,30.08,19091.39,921
Rex sole Pacific Coast,1907,0,26.9,17031.75,931
Sablefish Pacific Coast,1907,23900810,27.61,17478.62,952
Sharpchin rockfish Pacific Coast,1907,0,26.28,16630.44,1001
Shortspine thornyhead Pacific Coast,1907,25030960,29.12,18416.42,1007
Spanish mackerel Gulf of Mexico,1907,37721250,26.96,17063.23,1173
Splitnose rockfish Pacific Coast,1907,31067960,27.3,17277.28,1180
Spurdog Northeast Atlantic,1907,17106190,27.84,17662.09,1198
Yellowtail rockfish Northern Pacific Coast,1907,0,30.48,19338.21,1327
American lobster Lobster Fishing Area 34,1908,0,30.1,19190.87,20
American lobster Lobster Fishing Areas 35-38,1908,0,28.11,17873.96,23
American lobster Southern Gulf of St. Lawrence,1908,0,27.31,17363.1,26
Atlantic halibut Gulf of Maine / Georges Bank,1908,81020,27.47,17521.64,100
Black rockfish Oregon Coast,1908,24917840,29.67,18940.71,141
Canary rockfish Pacific Coast,1908,24996660,28.46,18160.12,194
Chilipepper Southern Pacific Coast,1908,24007090,29.44,18769.87,206
China rockfish Central Pacific Coast,1908,25038460,28.79,18344.28,207
China rockfish Northern Pacific Coast,1908,250,27.63,17629.11,208
China rockfish Southern Pacific Coast,1908,24661650,28.01,17826.81,209
Common sole ICES 7bc,1908,0,27.14,17257.51,324
Cowcod Southern California,1908,23870970,27.11,17351.64,333
Dredge oyster Foveax Strait,1908,250,28.84,18385.11,365
English sole Pacific Coast,1908,53938090,28.64,18294.45,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1908,0,26.64,16973.17,371
European plaice ICES 7bc,1908,0,28.06,17922.11,385
King mackerel Southern Atlantic coast,1908,46592240,27.69,17652.15,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1908,24167370,27.45,17470.83,568
New Zealand snapper New Zealand SNA 1 east Northland,1908,24326220,26.89,17158.85,569
Orange roughy New Zealand Mid East Coast,1908,2860150,29.11,18587.31,639
Pacific halibut North Pacific,1908,0,27.42,17445.02,656
Petrale sole Pacific Coast,1908,38236350,29.39,18715.86,690
Red snapper Gulf of Mexico,1908,16015630,28.97,18538.42,921
Rex sole Pacific Coast,1908,0,27.03,17218.77,931
Sablefish Pacific Coast,1908,23900810,27.67,17622.79,952
Sharpchin rockfish Pacific Coast,1908,0,27.3,17345.39,1001
Shortspine thornyhead Pacific Coast,1908,25030960,27.88,17780.87,1007
Spanish mackerel Gulf of Mexico,1908,37624530,27.73,17631.63,1173
Splitnose rockfish Pacific Coast,1908,31067960,26.29,16778.14,1180
Spurdog Northeast Atlantic,1908,17002520,27.58,17612.46,1198
Yellowtail rockfish Northern Pacific Coast,1908,0,29.74,19004.41,1327
American lobster Lobster Fishing Area 34,1909,0,28.47,18321.64,20
American lobster Lobster Fishing Areas 35-38,1909,0,26.73,17152.34,23
American lobster Southern Gulf of St. Lawrence,1909,0,26.59,17037.83,26
Atlantic halibut Gulf of Maine / Georges Bank,1909,712240,28.19,18060.51,100
Black rockfish Oregon Coast,1909,24917840,28.33,18243.56,141
Canary rockfish Pacific Coast,1909,24996660,28.57,18333.32,194
Chilipepper Southern Pacific Coast,1909,23971630,29.32,18806.03,206
China rockfish Central Pacific Coast,1909,25038460,28.16,18071.03,207
China rockfish Northern Pacific Coast,1909,250,27.79,17833.24,208
China rockfish Southern Pacific Coast,1909,24586470,27.75,17782.99,209
Common sole ICES 7bc,1909,0,26.72,17115.27,324
Cowcod Southern California,1909,23709680,29.21,18720.86,333
Dredge oyster Foveax Strait,1909,2490,27.9,17931.41,365
English sole Pacific Coast,1909,53631630,28.85,18528.49,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1909,0,27.2,17420.69,371
European plaice ICES 7bc,1909,0,28.31,18181.55,385
King mackerel Southern Atlantic coast,1909,46533490,26.34,16951.34,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1909,24004080,27.15,17398.54,568
New Zealand snapper New Zealand SNA 1 east Northland,1909,24221210,28.04,17958.54,569
Orange roughy New Zealand Mid East Coast,1909,28631580,29.42,18883.78,639
Pacific halibut North Pacific,1909,0,27.33,17498.42,656
Petrale sole Pacific Coast,1909,38116860,27.93,17947.96,690
Red snapper Gulf of Mexico,1909,15859380,29.73,19100.02,921
Rex sole Pacific Coast,1909,0,26.94,17271.62,931
Sablefish Pacific Coast,1909,23734830,27.73,17770.33,952
Sharpchin rockfish Pacific Coast,1909,0,26.8,17157.62,1001
Shortspine thornyhead Pacific Coast,1909,25030960,27.56,17699.23,1007
Spanish mackerel Gulf of Mexico,1909,37624530,26.7,17124.3,1173
Splitnose rockfish Pacific Coast,1909,31067960,27.46,17585.85,1180
Spurdog Northeast Atlantic,1909,17002520,28.11,18042.13,1198
Yellowtail rockfish Northern Pacific Coast,1909,0,29.17,18767.74,1327
American lobster Lobster Fishing Area 34,1910,0,28.74,18588.04,20
American lobster Lobster Fishing Areas 35-38,1910,0,27.19,17533.53,23
American lobster Southern Gulf of St. Lawrence,1910,0,27.66,17786.6,26
Atlantic halibut Gulf of Maine / Georges Bank,1910,765310,27.56,17791.26,100
Black rockfish Oregon Coast,1910,24917840,29.29,18928.15,141
Canary rockfish Pacific Coast,1910,24996660,28.55,18432.72,194
Chilipepper Southern Pacific Coast,1910,23865250,28.26,18276.84,206
China rockfish Central Pacific Coast,1910,25038460,27.39,17720.66,207
China rockfish Northern Pacific Coast,1910,250,27.48,17755.9,208
China rockfish Southern Pacific Coast,1910,24511280,27.7,17856.58,209
Common sole ICES 7bc,1910,0,26.88,17319.1,324
Cowcod Southern California,1910,2338710,28.89,18634.43,333
Dover sole Pacific Coast,1910,41084630,27.26,17570.07,364
Dredge oyster Foveax Strait,1910,2480,28.42,18351.96,365
English sole Pacific Coast,1910,53325160,28.59,18482.78,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1910,0,27.56,17744.37,371
European plaice ICES 7bc,1910,0,28.06,18139.34,385
King mackerel Southern Atlantic coast,1910,46415980,27.24,17599.6,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1910,23840780,27.53,17736.93,568
New Zealand snapper New Zealand SNA 1 east Northland,1910,24116210,26.95,17408.54,569
Orange roughy New Zealand Mid East Coast,1910,28751880,30.26,19494.79,639
Pacific halibut North Pacific,1910,0,27.21,17535.99,656
Petrale sole Pacific Coast,1910,37997370,28.67,18501.69,690
Red snapper Gulf of Mexico,1910,15859380,29.15,18858.9,921
Rex sole Pacific Coast,1910,0,27.09,17469.07,931
Sablefish Pacific Coast,1910,23734830,27.36,17656.26,952
Sharpchin rockfish Pacific Coast,1910,0,26.49,17078.62,1001
Shortspine thornyhead Pacific Coast,1910,25030960,28.38,18302.03,1007
Spanish mackerel Gulf of Mexico,1910,37527810,26.94,17377.16,1173
Splitnose rockfish Pacific Coast,1910,31067960,27.81,17904.6,1180
Spurdog Northeast Atlantic,1910,17002520,29.57,19027.42,1198
West coast rock lobster South Africa Area 7,1910,0,26.75,17241.44,1269
West coast rock lobster South Africa Area 8,1910,0,29.62,19143.47,1270
West coast rock lobster South Africa Areas 1-2,1910,0,29.79,19245.11,1271
West coast rock lobster South Africa Areas 3-4,1910,0,30.03,19360.25,1272
West coast rock lobster South Africa Areas 5-6,1910,0,27.57,17784.43,1273
Yellowtail rockfish Northern Pacific Coast,1910,0,29.2,18891.11,1327
American lobster Lobster Fishing Area 34,1911,0,28.58,18604.98,20
American lobster Lobster Fishing Areas 35-38,1911,0,27.33,17727.28,23
American lobster Southern Gulf of St. Lawrence,1911,0,26.67,17301.65,26
Atlantic cod NAFO Subarea 1 (inshore),1911,0,28.02,18118.35,87
Atlantic halibut Gulf of Maine / Georges Bank,1911,795920,28.73,18600.04,100
Black rockfish Oregon Coast,1911,24917840,28.8,18742.04,141
Canary rockfish Pacific Coast,1911,24996660,28.17,18309.0,194
Chilipepper Southern Pacific Coast,1911,23794330,28.88,18758.28,206
China rockfish Central Pacific Coast,1911,25038460,28.99,18788.68,207
China rockfish Northern Pacific Coast,1911,250,28.04,18200.99,208
China rockfish Southern Pacific Coast,1911,2439850,27.27,17708.29,209
Common sole ICES 7bc,1911,0,26.83,17395.24,324
Cowcod Southern California,1911,23064520,28.24,18355.16,333
Dover sole Pacific Coast,1911,41084630,27.53,17841.79,364
Dredge oyster Foveax Strait,1911,2470,28.14,18292.12,365
English sole Pacific Coast,1911,53018690,28.66,18630.86,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1911,0,27.72,17947.57,371
European plaice ICES 7bc,1911,0,28.16,18304.58,385
King mackerel Southern Atlantic coast,1911,46298470,27.1,17618.89,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1911,23677490,27.32,17715.31,568
New Zealand snapper New Zealand SNA 1 east Northland,1911,2401120,27.45,17820.34,569
Orange roughy New Zealand Challenger Plateau,1911,0,29.03,18841.89,638
Orange roughy New Zealand Mid East Coast,1911,28781950,29.23,18985.59,639
Orange roughy Northwest Chatham Rise,1911,0,28.02,18190.73,641
Pacific halibut North Pacific,1911,0,27.16,17613.68,656
Petrale sole Pacific Coast,1911,37997370,28.15,18296.56,690
Red snapper Gulf of Mexico,1911,15781250,29.61,19246.43,921
Rex sole Pacific Coast,1911,0,27.71,17948.04,931
Sablefish Pacific Coast,1911,23568860,27.11,17612.26,952
Sharpchin rockfish Pacific Coast,1911,0,26.78,17359.55,1001
Shortspine thornyhead Pacific Coast,1911,25030960,28.61,18543.66,1007
Spanish mackerel Gulf of Mexico,1911,37431090,27.44,17783.66,1173
Splitnose rockfish Pacific Coast,1911,31067960,27.97,18112.19,1180
Spurdog Northeast Atlantic,1911,17002520,27.98,18178.03,1198
West coast rock lobster South Africa Area 7,1911,0,26.0,16900.87,1269
West coast rock lobster South Africa Area 8,1911,0,29.67,19277.97,1270
West coast rock lobster South Africa Areas 1-2,1911,0,29.8,19360.04,1271
West coast rock lobster South Africa Areas 3-4,1911,0,29.83,19347.32,1272
West coast rock lobster South Africa Areas 5-6,1911,0,28.23,18285.67,1273
Yellowtail rockfish Northern Pacific Coast,1911,0,29.9,19420.84,1327
Acadian redfish Gulf of Maine / Georges Bank,1912,0,27.49,17913.69,0
American lobster Lobster Fishing Area 34,1912,0,29.14,19047.34,20
American lobster Lobster Fishing Areas 35-38,1912,0,26.77,17498.94,23
American lobster Southern Gulf of St. Lawrence,1912,0,26.97,17591.48,26
Atlantic cod NAFO Subarea 1 (inshore),1912,0,27.52,17930.12,87
Atlantic halibut Gulf of Maine / Georges Bank,1912,814290,28.19,18385.99,100
Black rockfish Oregon Coast,1912,24917840,29.76,19422.49,141
Canary rockfish Pacific Coast,1912,24996660,28.33,18513.9,194
Chilipepper Southern Pacific Coast,1912,23687940,28.73,18776.48,206
China rockfish Central Pacific Coast,1912,25038460,28.56,18634.54,207
China rockfish Northern Pacific Coast,1912,250,27.76,18139.94,208
China rockfish Southern Pacific Coast,1912,24285710,27.36,17867.74,209
Common sole ICES 7bc,1912,0,27.03,17622.3,324
Cowcod Southern California,1912,22741940,28.96,18891.98,333
Dover sole Pacific Coast,1912,41084630,27.15,17721.19,364
Dredge oyster Foveax Strait,1912,2470,27.94,18275.87,365
English sole Pacific Coast,1912,52558990,28.57,18683.25,369
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1912,0,27.26,17780.09,371
European plaice ICES 7bc,1912,0,28.66,18712.55,385
King mackerel Southern Atlantic coast,1912,46180960,27.96,18245.1,521
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1912,23595840,27.55,17963.2,568
New Zealand snapper New Zealand SNA 1 east Northland,1912,2394120,27.66,18050.23,569
Orange roughy New Zealand Challenger Plateau,1912,0,28.93,18887.98,638
Orange roughy New Zealand Mid East Coast,1912,28812030,29.07,18996.84,639
Orange roughy Northwest Chatham Rise,1912,0,28.63,18664.93,641
Pacific halibut North Pacific,1912,0,27.92,18181.69,656
Petrale sole Pacific Coast,1912,37877880,27.94,18280.61,690
Red snapper Gulf of Mexico,1912,15859380,29.46,19264.85,921
Rex sole Pacific Coast,1912,0,27.3,17813.47,931
Sablefish Pacific Coast,1912,23568860,27.48,17944.21,952
Sharpchin rockfish Pacific Coast,1912,0,27.7,18019.05,1001
Shortspine thornyhead Pacific Coast,1912,25030960,28.22,18419.33,1007
Spanish mackerel Gulf of Mexico,1912,37334370,26.81,17510.43,1173
Splitnose rockfish Pacific Coast,1912,31067960,27.64,18018.28,1180
Spurdog Northeast Atlantic,1912,17002520,28.42,18549.76,1198
West coast rock lobster South Africa Area 7,1912,0,27.09,17661.36,1269
West coast rock lobster South Africa Area 8,1912,0,30.49,19880.13,1270
West coast rock lobster South Africa Areas 1-2,1912,0,29.81,19476.5,1271
West coast rock lobster South Africa Areas 3-4,1912,0,29.01,18965.7,1272
