country,year,biomass_relative_to,SST,Trawling_Hours
Atlantic halibut Gulf of Maine / Georges Bank,1905,83.878,28.1,17572.82
Black rockfish Oregon Coast,1905,2.491.784,29.5,18510.38
Canary rockfish Pacific Coast,1905,2.499.666,27.98,17546.11
Chilipepper Southern Pacific Coast,1905,241.844,28.9,18123.91
China rockfish Central Pacific Coast,1905,2.503.846,28.45,17816.56
China rockfish Northern Pacific Coast,1905,2.5,27.79,17400.78
China rockfish Southern Pacific Coast,1905,2.488.722,27.18,17004.03
Cowcod Southern California,1905,2.451.613,27.79,17439.32
English sole Pacific Coast,1905,5.439.779,27.93,17542.67
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1905,0,26.04,16294.62
King mackerel Southern Atlantic coast,1905,4.670.975,27.99,17506.56
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1905,245.756,27.22,17011.12
New Zealand snapper New Zealand SNA 1 east Northland,1905,2.464.123,27.27,17063.34
Orange roughy New Zealand Mid East Coast,1905,2.857.143,28.79,18070.92
Pacific halibut North Pacific,1905,0,27.17,16975.13
Petrale sole Pacific Coast,1905,3.847.533,28.31,17747.95
Red snapper Gulf of Mexico,1905,165.625,28.78,18099.26
Rex sole Pacific Coast,1905,0,27.6,17237.55
Sablefish Pacific Coast,1905,2.406.679,27.63,17275.53
Sharpchin rockfish Pacific Coast,1905,0,26.79,16720.94
Shortspine thornyhead Pacific Coast,1905,2.503.096,28.39,17763.41
Spanish mackerel Gulf of Mexico,1905,3.781.797,26.66,16667.94
Splitnose rockfish Pacific Coast,1905,3.106.796,27.81,17363.47
Spurdog Northeast Atlantic,1905,1.710.619,28.07,17586.46
Yellowtail rockfish Northern Pacific Coast,1905,0,29.95,18806.4
American lobster Lobster Fishing Area 34,1906,0,29.48,18605.22
American lobster Lobster Fishing Areas 35-38,1906,0,26.74,16833.04
American lobster Southern Gulf of St. Lawrence,1906,0,27.05,16987.04
Atlantic halibut Gulf of Maine / Georges Bank,1906,81.837,27.91,17566.96
Black rockfish Oregon Coast,1906,2.491.784,29.23,18461.45
Canary rockfish Pacific Coast,1906,2.499.666,28.38,17893.92
Chilipepper Southern Pacific Coast,1906,2.414.894,28.7,18110.38
China rockfish Central Pacific Coast,1906,2.503.846,28.6,18013.32
China rockfish Northern Pacific Coast,1906,2.5,28.2,17757.26
China rockfish Southern Pacific Coast,1906,2.481.203,27.51,17311.6
Cowcod Southern California,1906,2.435.484,27.71,17496.12
Dredge oyster Foveax Strait,1906,2.5,28.64,18053.16
English sole Pacific Coast,1906,5.424.456,29.18,18401.07
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1906,0,28.19,17689.11
King mackerel Southern Atlantic coast,1906,4.670.975,28.26,17775.35
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1906,2.441.231,26.22,16517.06
New Zealand snapper New Zealand SNA 1 east Northland,1906,2.453.623,27.57,17352.01
Orange roughy New Zealand Mid East Coast,1906,286.015,29.88,18833.76
Pacific halibut North Pacific,1906,0,27.4,17219.05
Petrale sole Pacific Coast,1906,3.835.584,28.58,18015.91
Red snapper Gulf of Mexico,1906,1.632.813,29.92,18891.5
Rex sole Pacific Coast,1906,0,26.85,16896.94
Sablefish Pacific Coast,1906,2.406.679,27.74,17447.72
Sharpchin rockfish Pacific Coast,1906,0,26.56,16686.03
Shortspine thornyhead Pacific Coast,1906,2.503.096,27.98,17626.25
Spanish mackerel Gulf of Mexico,1906,3.772.125,27.5,17280.57
Splitnose rockfish Pacific Coast,1906,3.106.796,26.76,16841.33
Spurdog Northeast Atlantic,1906,1.710.619,28.81,18134.86
Yellowtail rockfish Northern Pacific Coast,1906,0,29.32,18532.98
American lobster Lobster Fishing Area 34,1907,0,29.27,18583.08
American lobster Lobster Fishing Areas 35-38,1907,0,26.58,16844.53
American lobster Southern Gulf of St. Lawrence,1907,0,27.17,17172.12
Atlantic halibut Gulf of Maine / Georges Bank,1907,80.408,28.49,18023.03
Black rockfish Oregon Coast,1907,2.491.784,28.98,18417.96
Canary rockfish Pacific Coast,1907,2.499.666,27.89,17709.16
Chilipepper Southern Pacific Coast,1907,2.407.801,28.9,18339.54
China rockfish Central Pacific Coast,1907,2.503.846,28.94,18325.96
China rockfish Northern Pacific Coast,1907,2.5,27.21,17268.93
China rockfish Southern Pacific Coast,1907,2.477.444,26.96,17090.57
Cowcod Southern California,1907,2.419.355,28.25,17927.45
Dredge oyster Foveax Strait,1907,2.5,28.01,17778.73
English sole Pacific Coast,1907,5.409.133,28.43,18058.83
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1907,0,26.01,16490.75
King mackerel Southern Atlantic coast,1907,4.6651,28.03,17749.44
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1907,2.433.066,27.36,17308.43
New Zealand snapper New Zealand SNA 1 east Northland,1907,2.443.122,26.7,16938.83
Orange roughy New Zealand Mid East Coast,1907,286.015,29.72,18847.51
Pacific halibut North Pacific,1907,0,27.95,17656.32
Petrale sole Pacific Coast,1907,3.823.635,28.06,17812.05
Red snapper Gulf of Mexico,1907,1.617.188,30.08,19091.39
Rex sole Pacific Coast,1907,0,26.9,17031.75
Sablefish Pacific Coast,1907,2.390.081,27.61,17478.62
Sharpchin rockfish Pacific Coast,1907,0,26.28,16630.44
Shortspine thornyhead Pacific Coast,1907,2.503.096,29.12,18416.42
Spanish mackerel Gulf of Mexico,1907,3.772.125,26.96,17063.23
Splitnose rockfish Pacific Coast,1907,3.106.796,27.3,17277.28
Spurdog Northeast Atlantic,1907,1.710.619,27.84,17662.09
Yellowtail rockfish Northern Pacific Coast,1907,0,30.48,19338.21
American lobster Lobster Fishing Area 34,1908,0,30.1,19190.87
American lobster Lobster Fishing Areas 35-38,1908,0,28.11,17873.96
American lobster Southern Gulf of St. Lawrence,1908,0,27.31,17363.1
Atlantic halibut Gulf of Maine / Georges Bank,1908,8.102,27.47,17521.64
Black rockfish Oregon Coast,1908,2.491.784,29.67,18940.71
Canary rockfish Pacific Coast,1908,2.499.666,28.46,18160.12
Chilipepper Southern Pacific Coast,1908,2.400.709,29.44,18769.87
China rockfish Central Pacific Coast,1908,2.503.846,28.79,18344.28
China rockfish Northern Pacific Coast,1908,2.5,27.63,17629.11
China rockfish Southern Pacific Coast,1908,2.466.165,28.01,17826.81
Common sole ICES 7bc,1908,0,27.14,17257.51
Cowcod Southern California,1908,2.387.097,27.11,17351.64
Dredge oyster Foveax Strait,1908,2.5,28.84,18385.11
English sole Pacific Coast,1908,5.393.809,28.64,18294.45
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1908,0,26.64,16973.17
European plaice ICES 7bc,1908,0,28.06,17922.11
King mackerel Southern Atlantic coast,1908,4.659.224,27.69,17652.15
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1908,2.416.737,27.45,17470.83
New Zealand snapper New Zealand SNA 1 east Northland,1908,2.432.622,26.89,17158.85
Orange roughy New Zealand Mid East Coast,1908,286.015,29.11,18587.31
Pacific halibut North Pacific,1908,0,27.42,17445.02
Petrale sole Pacific Coast,1908,3.823.635,29.39,18715.86
Red snapper Gulf of Mexico,1908,1.601.563,28.97,18538.42
Rex sole Pacific Coast,1908,0,27.03,17218.77
Sablefish Pacific Coast,1908,2.390.081,27.67,17622.79
Sharpchin rockfish Pacific Coast,1908,0,27.3,17345.39
Shortspine thornyhead Pacific Coast,1908,2.503.096,27.88,17780.87
Spanish mackerel Gulf of Mexico,1908,3.762.453,27.73,17631.63
Splitnose rockfish Pacific Coast,1908,3.106.796,26.29,16778.14
Spurdog Northeast Atlantic,1908,1.700.252,27.58,17612.46
Yellowtail rockfish Northern Pacific Coast,1908,0,29.74,19004.41
American lobster Lobster Fishing Area 34,1909,0,28.47,18321.64
American lobster Lobster Fishing Areas 35-38,1909,0,26.73,17152.34
American lobster Southern Gulf of St. Lawrence,1909,0,26.59,17037.83
Atlantic halibut Gulf of Maine / Georges Bank,1909,71.224,28.19,18060.51
Black rockfish Oregon Coast,1909,2.491.784,28.33,18243.56
Canary rockfish Pacific Coast,1909,2.499.666,28.57,18333.32
Chilipepper Southern Pacific Coast,1909,2.397.163,29.32,18806.03
China rockfish Central Pacific Coast,1909,2.503.846,28.16,18071.03
China rockfish Northern Pacific Coast,1909,2.5,27.79,17833.24
China rockfish Southern Pacific Coast,1909,2.458.647,27.75,17782.99
Common sole ICES 7bc,1909,0,26.72,17115.27
Cowcod Southern California,1909,2.370.968,29.21,18720.86
Dredge oyster Foveax Strait,1909,2.49,27.9,17931.41
English sole Pacific Coast,1909,5.363.163,28.85,18528.49
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1909,0,27.2,17420.69
European plaice ICES 7bc,1909,0,28.31,18181.55
King mackerel Southern Atlantic coast,1909,4.653.349,26.34,16951.34
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1909,2.400.408,27.15,17398.54
New Zealand snapper New Zealand SNA 1 east Northland,1909,2.422.121,28.04,17958.54
Orange roughy New Zealand Mid East Coast,1909,2.863.158,29.42,18883.78
Pacific halibut North Pacific,1909,0,27.33,17498.42
Petrale sole Pacific Coast,1909,3.811.686,27.93,17947.96
Red snapper Gulf of Mexico,1909,1.585.938,29.73,19100.02
Rex sole Pacific Coast,1909,0,26.94,17271.62
Sablefish Pacific Coast,1909,2.373.483,27.73,17770.33
Sharpchin rockfish Pacific Coast,1909,0,26.8,17157.62
Shortspine thornyhead Pacific Coast,1909,2.503.096,27.56,17699.23
Spanish mackerel Gulf of Mexico,1909,3.762.453,26.7,17124.3
Splitnose rockfish Pacific Coast,1909,3.106.796,27.46,17585.85
Spurdog Northeast Atlantic,1909,1.700.252,28.11,18042.13
Yellowtail rockfish Northern Pacific Coast,1909,0,29.17,18767.74
American lobster Lobster Fishing Area 34,1910,0,28.74,18588.04
American lobster Lobster Fishing Areas 35-38,1910,0,27.19,17533.53
American lobster Southern Gulf of St. Lawrence,1910,0,27.66,17786.6
Atlantic halibut Gulf of Maine / Georges Bank,1910,76.531,27.56,17791.26
Black rockfish Oregon Coast,1910,2.491.784,29.29,18928.15
Canary rockfish Pacific Coast,1910,2.499.666,28.55,18432.72
Chilipepper Southern Pacific Coast,1910,2.386.525,28.26,18276.84
China rockfish Central Pacific Coast,1910,2.503.846,27.39,17720.66
China rockfish Northern Pacific Coast,1910,2.5,27.48,17755.9
China rockfish Southern Pacific Coast,1910,2.451.128,27.7,17856.58
Common sole ICES 7bc,1910,0,26.88,17319.1
Cowcod Southern California,1910,233.871,28.89,18634.43
Dover sole Pacific Coast,1910,4.108.463,27.26,17570.07
Dredge oyster Foveax Strait,1910,2.48,28.42,18351.96
English sole Pacific Coast,1910,5.332.516,28.59,18482.78
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1910,0,27.56,17744.37
European plaice ICES 7bc,1910,0,28.06,18139.34
King mackerel Southern Atlantic coast,1910,4.641.598,27.24,17599.6
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1910,2.384.078,27.53,17736.93
New Zealand snapper New Zealand SNA 1 east Northland,1910,2.411.621,26.95,17408.54
Orange roughy New Zealand Mid East Coast,1910,2.875.188,30.26,19494.79
Pacific halibut North Pacific,1910,0,27.21,17535.99
Petrale sole Pacific Coast,1910,3.799.737,28.67,18501.69
Red snapper Gulf of Mexico,1910,1.585.938,29.15,18858.9
Rex sole Pacific Coast,1910,0,27.09,17469.07
Sablefish Pacific Coast,1910,2.373.483,27.36,17656.26
Sharpchin rockfish Pacific Coast,1910,0,26.49,17078.62
Shortspine thornyhead Pacific Coast,1910,2.503.096,28.38,18302.03
Spanish mackerel Gulf of Mexico,1910,3.752.781,26.94,17377.16
Splitnose rockfish Pacific Coast,1910,3.106.796,27.81,17904.6
Spurdog Northeast Atlantic,1910,1.700.252,29.57,19027.42
West coast rock lobster South Africa Area 7,1910,0,26.75,17241.44
West coast rock lobster South Africa Area 8,1910,0,29.62,19143.47
West coast rock lobster South Africa Areas 1-2,1910,0,29.79,19245.11
West coast rock lobster South Africa Areas 3-4,1910,0,30.03,19360.25
West coast rock lobster South Africa Areas 5-6,1910,0,27.57,17784.43
Yellowtail rockfish Northern Pacific Coast,1910,0,29.2,18891.11
American lobster Lobster Fishing Area 34,1911,0,28.58,18604.98
American lobster Lobster Fishing Areas 35-38,1911,0,27.33,17727.28
American lobster Southern Gulf of St. Lawrence,1911,0,26.67,17301.65
Atlantic cod NAFO Subarea 1 (inshore),1911,0,28.02,18118.35
Atlantic halibut Gulf of Maine / Georges Bank,1911,79.592,28.73,18600.04
Black rockfish Oregon Coast,1911,2.491.784,28.8,18742.04
Canary rockfish Pacific Coast,1911,2.499.666,28.17,18309.0
Chilipepper Southern Pacific Coast,1911,2.379.433,28.88,18758.28
China rockfish Central Pacific Coast,1911,2.503.846,28.99,18788.68
China rockfish Northern Pacific Coast,1911,2.5,28.04,18200.99
China rockfish Southern Pacific Coast,1911,243.985,27.27,17708.29
Common sole ICES 7bc,1911,0,26.83,17395.24
Cowcod Southern California,1911,2.306.452,28.24,18355.16
Dover sole Pacific Coast,1911,4.108.463,27.53,17841.79
Dredge oyster Foveax Strait,1911,2.47,28.14,18292.12
English sole Pacific Coast,1911,5.301.869,28.66,18630.86
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1911,0,27.72,17947.57
European plaice ICES 7bc,1911,0,28.16,18304.58
King mackerel Southern Atlantic coast,1911,4.629.847,27.1,17618.89
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1911,2.367.749,27.32,17715.31
New Zealand snapper New Zealand SNA 1 east Northland,1911,240.112,27.45,17820.34
Orange roughy New Zealand Challenger Plateau,1911,0,29.03,18841.89
Orange roughy New Zealand Mid East Coast,1911,2.878.195,29.23,18985.59
Orange roughy Northwest Chatham Rise,1911,0,28.02,18190.73
Pacific halibut North Pacific,1911,0,27.16,17613.68
Petrale sole Pacific Coast,1911,3.799.737,28.15,18296.56
Red snapper Gulf of Mexico,1911,1.578.125,29.61,19246.43
Rex sole Pacific Coast,1911,0,27.71,17948.04
Sablefish Pacific Coast,1911,2.356.886,27.11,17612.26
Sharpchin rockfish Pacific Coast,1911,0,26.78,17359.55
Shortspine thornyhead Pacific Coast,1911,2.503.096,28.61,18543.66
Spanish mackerel Gulf of Mexico,1911,3.743.109,27.44,17783.66
Splitnose rockfish Pacific Coast,1911,3.106.796,27.97,18112.19
Spurdog Northeast Atlantic,1911,1.700.252,27.98,18178.03
West coast rock lobster South Africa Area 7,1911,0,26.0,16900.87
West coast rock lobster South Africa Area 8,1911,0,29.67,19277.97
West coast rock lobster South Africa Areas 1-2,1911,0,29.8,19360.04
West coast rock lobster South Africa Areas 3-4,1911,0,29.83,19347.32
West coast rock lobster South Africa Areas 5-6,1911,0,28.23,18285.67
Yellowtail rockfish Northern Pacific Coast,1911,0,29.9,19420.84
Acadian redfish Gulf of Maine / Georges Bank,1912,0,27.49,17913.69
American lobster Lobster Fishing Area 34,1912,0,29.14,19047.34
American lobster Lobster Fishing Areas 35-38,1912,0,26.77,17498.94
American lobster Southern Gulf of St. Lawrence,1912,0,26.97,17591.48
Atlantic cod NAFO Subarea 1 (inshore),1912,0,27.52,17930.12
Atlantic halibut Gulf of Maine / Georges Bank,1912,81.429,28.19,18385.99
Black rockfish Oregon Coast,1912,2.491.784,29.76,19422.49
Canary rockfish Pacific Coast,1912,2.499.666,28.33,18513.9
Chilipepper Southern Pacific Coast,1912,2.368.794,28.73,18776.48
China rockfish Central Pacific Coast,1912,2.503.846,28.56,18634.54
China rockfish Northern Pacific Coast,1912,2.5,27.76,18139.94
China rockfish Southern Pacific Coast,1912,2.428.571,27.36,17867.74
Common sole ICES 7bc,1912,0,27.03,17622.3
Cowcod Southern California,1912,2.274.194,28.96,18891.98
Dover sole Pacific Coast,1912,4.108.463,27.15,17721.19
Dredge oyster Foveax Strait,1912,2.47,27.94,18275.87
English sole Pacific Coast,1912,5.255.899,28.57,18683.25
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1912,0,27.26,17780.09
European plaice ICES 7bc,1912,0,28.66,18712.55
King mackerel Southern Atlantic coast,1912,4.618.096,27.96,18245.1
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1912,2.359.584,27.55,17963.2
New Zealand snapper New Zealand SNA 1 east Northland,1912,239.412,27.66,18050.23
Orange roughy New Zealand Challenger Plateau,1912,0,28.93,18887.98
Orange roughy New Zealand Mid East Coast,1912,2.881.203,29.07,18996.84
Orange roughy Northwest Chatham Rise,1912,0,28.63,18664.93
Pacific halibut North Pacific,1912,0,27.92,18181.69
Petrale sole Pacific Coast,1912,3.787.788,27.94,18280.61
Red snapper Gulf of Mexico,1912,1.585.938,29.46,19264.85
Rex sole Pacific Coast,1912,0,27.3,17813.47
Sablefish Pacific Coast,1912,2.356.886,27.48,17944.21
Sharpchin rockfish Pacific Coast,1912,0,27.7,18019.05
Shortspine thornyhead Pacific Coast,1912,2.503.096,28.22,18419.33
Spanish mackerel Gulf of Mexico,1912,3.733.437,26.81,17510.43
Splitnose rockfish Pacific Coast,1912,3.106.796,27.64,18018.28
Spurdog Northeast Atlantic,1912,1.700.252,28.42,18549.76
West coast rock lobster South Africa Area 7,1912,0,27.09,17661.36
West coast rock lobster South Africa Area 8,1912,0,30.49,19880.13
West coast rock lobster South Africa Areas 1-2,1912,0,29.81,19476.5
West coast rock lobster South Africa Areas 3-4,1912,0,29.01,18965.7
West coast rock lobster South Africa Areas 5-6,1912,0,26.68,17462.64
Yellowtail rockfish Northern Pacific Coast,1912,0,29.57,19330.2
Acadian redfish Gulf of Maine / Georges Bank,1913,2.347.819,27.78,18195.87
American lobster Lobster Fishing Area 34,1913,0,29.21,19197.53
American lobster Lobster Fishing Areas 35-38,1913,0,26.28,17312.66
American lobster Southern Gulf of St. Lawrence,1913,0,26.69,17526.66
Atlantic cod NAFO Subarea 1 (inshore),1913,0,27.55,18053.15
Atlantic halibut Gulf of Maine / Georges Bank,1913,81.837,28.16,18472.83
Black rockfish Oregon Coast,1913,2.491.784,28.94,19040.39
Canary rockfish Pacific Coast,1913,2.499.666,28.28,18592.64
Chilipepper Southern Pacific Coast,1913,2.358.156,28.68,18852.93
China rockfish Central Pacific Coast,1913,2.503.846,28.0,18410.7
China rockfish Northern Pacific Coast,1913,2.5,27.04,17814.99
China rockfish Southern Pacific Coast,1913,2.417.293,28.02,18371.54
Common sole ICES 7bc,1913,0,27.53,18030.02
Cowcod Southern California,1913,2.225.806,27.84,18328.17
Dover sole Pacific Coast,1913,4.108.463,27.89,18274.2
Dredge oyster Foveax Strait,1913,2.46,28.49,18713.92
English sole Pacific Coast,1913,5.194.606,29.57,19391.53
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1913,0,27.2,17850.37
European plaice ICES 7bc,1913,0,28.65,18815.75
King mackerel Southern Atlantic coast,1913,460.047,28.05,18404.45
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1913,2.343.255,26.92,17689.79
New Zealand snapper New Zealand SNA 1 east Northland,1913,2.383.619,28.27,18526.89
Orange roughy New Zealand Challenger Plateau,1913,0,28.25,18592.05
Orange roughy New Zealand Mid East Coast,1913,2.884.211,28.91,19009.73
Orange roughy Northwest Chatham Rise,1913,0,28.34,18597.58
Pacific halibut North Pacific,1913,0,26.97,17719.23
Petrale sole Pacific Coast,1913,3.775.839,28.94,18990.58
Red snapper Gulf of Mexico,1913,1.585.938,30.3,19874.19
Rex sole Pacific Coast,1913,0,27.81,18227.41
Sablefish Pacific Coast,1913,2.340.288,26.67,17563.45
Sablefish Pacific Coast of Canada,1913,0,28.31,18588.11
Sharpchin rockfish Pacific Coast,1913,0,27.34,17909.77
Shortspine thornyhead Pacific Coast,1913,2.503.096,27.47,18077.12
Spanish mackerel Gulf of Mexico,1913,3.714.092,27.59,18089.12
Splitnose rockfish Pacific Coast,1913,3.106.796,27.69,18159.59
Spurdog Northeast Atlantic,1913,1.700.252,27.7,18224.84
West coast rock lobster South Africa Area 7,1913,0,27.37,17940.37
West coast rock lobster South Africa Area 8,1913,0,29.74,19539.58
West coast rock lobster South Africa Areas 1-2,1913,0,29.98,19686.38
West coast rock lobster South Africa Areas 3-4,1913,0,28.7,18886.9
West coast rock lobster South Africa Areas 5-6,1913,0,27.75,18214.27
Yellowtail rockfish Northern Pacific Coast,1913,0,28.82,18988.36
Acadian redfish Gulf of Maine / Georges Bank,1914,2.347.819,26.01,17240.98
American lobster Lobster Fishing Area 34,1914,0,29.35,19387.13
