country,year,SST
European plaice ICES 7bc,1910,28.06
King mackerel Southern Atlantic coast,1910,27.24
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1910,27.53
New Zealand snapper New Zealand SNA 1 east Northland,1910,26.95
Orange roughy New Zealand Mid East Coast,1910,30.26
Pacific halibut North Pacific,1910,27.21
Petrale sole Pacific Coast,1910,28.67
Red snapper Gulf of Mexico,1910,29.15
Rex sole Pacific Coast,1910,27.09
Sablefish Pacific Coast,1910,27.36
Sharpchin rockfish Pacific Coast,1910,26.49
Shortspine thornyhead Pacific Coast,1910,28.38
Spanish mackerel Gulf of Mexico,1910,26.94
Splitnose rockfish Pacific Coast,1910,27.81
Spurdog Northeast Atlantic,1910,29.57
West coast rock lobster South Africa Area 7,1910,26.75
West coast rock lobster South Africa Area 8,1910,29.62
West coast rock lobster South Africa Areas 1-2,1910,29.79
West coast rock lobster South Africa Areas 3-4,1910,30.03
West coast rock lobster South Africa Areas 5-6,1910,27.57
Yellowtail rockfish Northern Pacific Coast,1910,29.2
American lobster Lobster Fishing Area 34,1911,28.58
American lobster Lobster Fishing Areas 35-38,1911,27.33
American lobster Southern Gulf of St. Lawrence,1911,26.67
Atlantic cod NAFO Subarea 1 (inshore),1911,28.02
Atlantic halibut Gulf of Maine / Georges Bank,1911,28.73
Black rockfish Oregon Coast,1911,28.8
Canary rockfish Pacific Coast,1911,28.17
Chilipepper Southern Pacific Coast,1911,28.88
China rockfish Central Pacific Coast,1911,28.99
China rockfish Northern Pacific Coast,1911,28.04
China rockfish Southern Pacific Coast,1911,27.27
Common sole ICES 7bc,1911,26.83
Cowcod Southern California,1911,28.24
Dover sole Pacific Coast,1911,27.53
Dredge oyster Foveax Strait,1911,28.14
English sole Pacific Coast,1911,28.66
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1911,27.72
European plaice ICES 7bc,1911,28.16
King mackerel Southern Atlantic coast,1911,27.1
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1911,27.32
New Zealand snapper New Zealand SNA 1 east Northland,1911,27.45
Orange roughy New Zealand Challenger Plateau,1911,29.03
Orange roughy New Zealand Mid East Coast,1911,29.23
Orange roughy Northwest Chatham Rise,1911,28.02
Pacific halibut North Pacific,1911,27.16
Petrale sole Pacific Coast,1911,28.15
Red snapper Gulf of Mexico,1911,29.61
Rex sole Pacific Coast,1911,27.71
Sablefish Pacific Coast,1911,27.11
Sharpchin rockfish Pacific Coast,1911,26.78
Shortspine thornyhead Pacific Coast,1911,28.61
Spanish mackerel Gulf of Mexico,1911,27.44
Splitnose rockfish Pacific Coast,1911,27.97
Spurdog Northeast Atlantic,1911,27.98
West coast rock lobster South Africa Area 7,1911,26.0
West coast rock lobster South Africa Area 8,1911,29.67
West coast rock lobster South Africa Areas 1-2,1911,29.8
West coast rock lobster South Africa Areas 3-4,1911,29.83
West coast rock lobster South Africa Areas 5-6,1911,28.23
Yellowtail rockfish Northern Pacific Coast,1911,29.9
Acadian redfish Gulf of Maine / Georges Bank,1912,27.49
American lobster Lobster Fishing Area 34,1912,29.14
American lobster Lobster Fishing Areas 35-38,1912,26.77
American lobster Southern Gulf of St. Lawrence,1912,26.97
Atlantic cod NAFO Subarea 1 (inshore),1912,27.52
Atlantic halibut Gulf of Maine / Georges Bank,1912,28.19
Black rockfish Oregon Coast,1912,29.76
Canary rockfish Pacific Coast,1912,28.33
Chilipepper Southern Pacific Coast,1912,28.73
China rockfish Central Pacific Coast,1912,28.56
China rockfish Northern Pacific Coast,1912,27.76
China rockfish Southern Pacific Coast,1912,27.36
Common sole ICES 7bc,1912,27.03
Cowcod Southern California,1912,28.96
Dover sole Pacific Coast,1912,27.15
Dredge oyster Foveax Strait,1912,27.94
English sole Pacific Coast,1912,28.57
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1912,27.26
European plaice ICES 7bc,1912,28.66
King mackerel Southern Atlantic coast,1912,27.96
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1912,27.55
New Zealand snapper New Zealand SNA 1 east Northland,1912,27.66
Orange roughy New Zealand Challenger Plateau,1912,28.93
Orange roughy New Zealand Mid East Coast,1912,29.07
Orange roughy Northwest Chatham Rise,1912,28.63
Pacific halibut North Pacific,1912,27.92
Petrale sole Pacific Coast,1912,27.94
Red snapper Gulf of Mexico,1912,29.46
Rex sole Pacific Coast,1912,27.3
Sablefish Pacific Coast,1912,27.48
Sharpchin rockfish Pacific Coast,1912,27.7
Shortspine thornyhead Pacific Coast,1912,28.22
Spanish mackerel Gulf of Mexico,1912,26.81
Splitnose rockfish Pacific Coast,1912,27.64
Spurdog Northeast Atlantic,1912,28.42
West coast rock lobster South Africa Area 7,1912,27.09
West coast rock lobster South Africa Area 8,1912,30.49
West coast rock lobster South Africa Areas 1-2,1912,29.81
West coast rock lobster South Africa Areas 3-4,1912,29.01
West coast rock lobster South Africa Areas 5-6,1912,26.68
Yellowtail rockfish Northern Pacific Coast,1912,29.57
Acadian redfish Gulf of Maine / Georges Bank,1913,27.78
American lobster Lobster Fishing Area 34,1913,29.21
American lobster Lobster Fishing Areas 35-38,1913,26.28
American lobster Southern Gulf of St. Lawrence,1913,26.69
Atlantic cod NAFO Subarea 1 (inshore),1913,27.55
Atlantic halibut Gulf of Maine / Georges Bank,1913,28.16
Black rockfish Oregon Coast,1913,28.94
Canary rockfish Pacific Coast,1913,28.28
Chilipepper Southern Pacific Coast,1913,28.68
China rockfish Central Pacific Coast,1913,28.0
China rockfish Northern Pacific Coast,1913,27.04
China rockfish Southern Pacific Coast,1913,28.02
Common sole ICES 7bc,1913,27.53
Cowcod Southern California,1913,27.84
Dover sole Pacific Coast,1913,27.89
Dredge oyster Foveax Strait,1913,28.49
English sole Pacific Coast,1913,29.57
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1913,27.2
European plaice ICES 7bc,1913,28.65
King mackerel Southern Atlantic coast,1913,28.05
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1913,26.92
New Zealand snapper New Zealand SNA 1 east Northland,1913,28.27
Orange roughy New Zealand Challenger Plateau,1913,28.25
Orange roughy New Zealand Mid East Coast,1913,28.91
Orange roughy Northwest Chatham Rise,1913,28.34
Pacific halibut North Pacific,1913,26.97
Petrale sole Pacific Coast,1913,28.94
Red snapper Gulf of Mexico,1913,30.3
Rex sole Pacific Coast,1913,27.81
Sablefish Pacific Coast,1913,26.67
Sablefish Pacific Coast of Canada,1913,28.31
Sharpchin rockfish Pacific Coast,1913,27.34
Shortspine thornyhead Pacific Coast,1913,27.47
Spanish mackerel Gulf of Mexico,1913,27.59
Splitnose rockfish Pacific Coast,1913,27.69
Spurdog Northeast Atlantic,1913,27.7
West coast rock lobster South Africa Area 7,1913,27.37
West coast rock lobster South Africa Area 8,1913,29.74
West coast rock lobster South Africa Areas 1-2,1913,29.98
West coast rock lobster South Africa Areas 3-4,1913,28.7
West coast rock lobster South Africa Areas 5-6,1913,27.75
Yellowtail rockfish Northern Pacific Coast,1913,28.82
Acadian redfish Gulf of Maine / Georges Bank,1914,26.01
American lobster Lobster Fishing Area 34,1914,29.35
American lobster Lobster Fishing Areas 35-38,1914,27.97
American lobster Southern Gulf of St. Lawrence,1914,27.08
Arrowtooth flounder Pacific Coast,1914,26.85
Atlantic cod NAFO Subarea 1 (inshore),1914,26.98
Atlantic halibut Gulf of Maine / Georges Bank,1914,27.43
Black rockfish Oregon Coast,1914,29.27
California scorpionfish Southern California,1914,29.72
Canary rockfish Pacific Coast,1914,28.37
Chilipepper Southern Pacific Coast,1914,29.28
China rockfish Central Pacific Coast,1914,28.45
China rockfish Northern Pacific Coast,1914,28.23
China rockfish Southern Pacific Coast,1914,28.1
Common sole ICES 7bc,1914,26.66
Cowcod Southern California,1914,28.95
Dover sole Pacific Coast,1914,27.1
Dredge oyster Foveax Strait,1914,28.73
English sole Pacific Coast,1914,28.65
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1914,26.74
European plaice ICES 7bc,1914,28.65
King mackerel Southern Atlantic coast,1914,26.94
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1914,27.18
New Zealand snapper New Zealand SNA 1 east Northland,1914,26.89
Orange roughy New Zealand Challenger Plateau,1914,29.22
Orange roughy New Zealand Mid East Coast,1914,29.66
Orange roughy Northwest Chatham Rise,1914,27.67
Pacific halibut North Pacific,1914,27.46
Petrale sole Pacific Coast,1914,29.03
Red snapper Gulf of Mexico,1914,30.08
Rex sole Pacific Coast,1914,27.43
Sablefish Pacific Coast,1914,28.02
Sablefish Pacific Coast of Canada,1914,27.94
Sharpchin rockfish Pacific Coast,1914,26.88
Shortspine thornyhead Pacific Coast,1914,27.91
Spanish mackerel Gulf of Mexico,1914,26.88
Splitnose rockfish Pacific Coast,1914,27.4
Spurdog Northeast Atlantic,1914,28.5
West coast rock lobster South Africa Area 7,1914,27.56
West coast rock lobster South Africa Area 8,1914,29.76
West coast rock lobster South Africa Areas 1-2,1914,30.0
West coast rock lobster South Africa Areas 3-4,1914,29.53
West coast rock lobster South Africa Areas 5-6,1914,29.04
Yellowtail rockfish Northern Pacific Coast,1914,28.78
Acadian redfish Gulf of Maine / Georges Bank,1915,26.82
American lobster Lobster Fishing Area 34,1915,30.03
American lobster Lobster Fishing Areas 35-38,1915,27.26
American lobster Southern Gulf of St. Lawrence,1915,27.42
Arrowtooth flounder Pacific Coast,1915,27.02
Atlantic cod NAFO Subarea 1 (inshore),1915,28.15
Atlantic halibut Gulf of Maine / Georges Bank,1915,27.37
Black rockfish Oregon Coast,1915,30.01
California scorpionfish Southern California,1915,30.4
Canary rockfish Pacific Coast,1915,28.1
Chilipepper Southern Pacific Coast,1915,29.32
China rockfish Central Pacific Coast,1915,27.89
China rockfish Northern Pacific Coast,1915,28.11
China rockfish Southern Pacific Coast,1915,27.55
Common sole ICES 7bc,1915,25.74
Cowcod Southern California,1915,28.85
Darkblotched rockfish Pacific Coast,1915,27.65
Dover sole Pacific Coast,1915,28.05
Dredge oyster Foveax Strait,1915,28.88
English sole Pacific Coast,1915,30.14
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1915,27.27
European plaice ICES 7bc,1915,28.57
Jackass morwong Eastern half of Southeast Australia,1915,28.7
Kelp greenling Oregon Coast,1915,27.52
King mackerel Southern Atlantic coast,1915,26.8
Longnose skate Pacific Coast,1915,28.25
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1915,26.32
New Zealand snapper New Zealand SNA 1 east Northland,1915,27.94
Orange roughy New Zealand Challenger Plateau,1915,28.23
Orange roughy New Zealand Mid East Coast,1915,28.71
Orange roughy Northwest Chatham Rise,1915,27.79
Pacific halibut North Pacific,1915,27.17
Petrale sole Pacific Coast,1915,28.6
Red snapper Gulf of Mexico,1915,30.19
Rex sole Pacific Coast,1915,27.06
Sablefish Pacific Coast,1915,27.92
Sablefish Pacific Coast of Canada,1915,29.65
Sharpchin rockfish Pacific Coast,1915,27.05
Shortspine thornyhead Pacific Coast,1915,28.08
Spanish mackerel Gulf of Mexico,1915,26.88
Splitnose rockfish Pacific Coast,1915,27.3
Spurdog Northeast Atlantic,1915,27.9
Tiger flathead Southeast Australia,1915,28.57
Tilefish Mid-Atlantic Coast,1915,27.41
West coast rock lobster South Africa Area 7,1915,25.91
West coast rock lobster South Africa Area 8,1915,29.64
West coast rock lobster South Africa Areas 1-2,1915,30.23
West coast rock lobster South Africa Areas 3-4,1915,29.03
West coast rock lobster South Africa Areas 5-6,1915,27.39
Yellowtail rockfish Northern Pacific Coast,1915,29.02
Acadian redfish Gulf of Maine / Georges Bank,1916,26.26
American lobster Lobster Fishing Area 34,1916,29.73
American lobster Lobster Fishing Areas 35-38,1916,27.37
American lobster Southern Gulf of St. Lawrence,1916,27.38
Arrowtooth flounder Pacific Coast,1916,27.69
Atlantic cod NAFO Subarea 1 (inshore),1916,27.57
Atlantic halibut Gulf of Maine / Georges Bank,1916,27.67
Aurora rockfish Pacific Coast,1916,29.8
Black rockfish California,1916,28.84
Black rockfish Oregon Coast,1916,29.06
Blue rockfish California,1916,29.81
Brown rockfish Pacific Coast,1916,29.09
California scorpionfish Southern California,1916,28.44
Canary rockfish Pacific Coast,1916,28.18
Chilipepper Southern Pacific Coast,1916,28.79
China rockfish Central Pacific Coast,1916,29.15
China rockfish Northern Pacific Coast,1916,27.87
China rockfish Southern Pacific Coast,1916,27.95
Common sole ICES 7bc,1916,26.88
Copper rockfish Pacific Coast,1916,29.23
Cowcod Southern California,1916,29.23
Darkblotched rockfish Pacific Coast,1916,28.18
Dover sole Pacific Coast,1916,26.46
Dredge oyster Foveax Strait,1916,28.7
English sole Pacific Coast,1916,29.4
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1916,27.43
European plaice ICES 7bc,1916,28.96
Greenspotted rockfish Northern Pacific Coast,1916,29.61
Greenspotted rockfish Southern Pacific Coast,1916,26.71
Greenstriped rockfish Pacific Coast,1916,26.56
Jackass morwong Eastern half of Southeast Australia,1916,28.48
Kelp greenling Oregon Coast,1916,29.09
King mackerel Southern Atlantic coast,1916,27.68
Longnose skate Pacific Coast,1916,27.4
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1916,27.74
New Zealand snapper New Zealand SNA 1 east Northland,1916,28.16
Orange roughy New Zealand Challenger Plateau,1916,29.52
Orange roughy New Zealand Mid East Coast,1916,29.41
Orange roughy Northwest Chatham Rise,1916,28.56
Pacific halibut North Pacific,1916,28.21
Petrale sole Pacific Coast,1916,28.24
Red snapper Gulf of Mexico,1916,29.2
Rex sole Pacific Coast,1916,26.82
Sablefish Pacific Coast,1916,27.56
Sablefish Pacific Coast of Canada,1916,29.02
Sharpchin rockfish Pacific Coast,1916,27.15
Shortspine thornyhead Pacific Coast,1916,28.43
Spanish mackerel Gulf of Mexico,1916,26.38
Splitnose rockfish Pacific Coast,1916,27.07
Spotted spiny dogfish Pacific Coast,1916,26.04
Spurdog Northeast Atlantic,1916,28.95
Tiger flathead Southeast Australia,1916,29.25
Tilefish Mid-Atlantic Coast,1916,27.76
West coast rock lobster South Africa Area 7,1916,26.52
West coast rock lobster South Africa Area 8,1916,30.41
West coast rock lobster South Africa Areas 1-2,1916,29.59
West coast rock lobster South Africa Areas 3-4,1916,28.64
West coast rock lobster South Africa Areas 5-6,1916,27.25
Widow rockfish Pacific Coast,1916,27.58
Yelloweye rockfish Pacific Coast,1916,28.01
Yellowtail rockfish Northern Pacific Coast,1916,29.65
Acadian redfish Gulf of Maine / Georges Bank,1917,26.5
American lobster Lobster Fishing Area 34,1917,29.94
American lobster Lobster Fishing Areas 35-38,1917,27.4
American lobster Southern Gulf of St. Lawrence,1917,26.66
Arrowtooth flounder Pacific Coast,1917,27.5
Atlantic cod NAFO Subarea 1 (inshore),1917,26.54
Atlantic halibut Gulf of Maine / Georges Bank,1917,27.15
Aurora rockfish Pacific Coast,1917,30.38
Black rockfish California,1917,30.11
Black rockfish Oregon Coast,1917,29.21
Blue rockfish California,1917,29.64
Brown rockfish Pacific Coast,1917,28.95
California scorpionfish Southern California,1917,29.57
Canary rockfish Pacific Coast,1917,28.41
Chilipepper Southern Pacific Coast,1917,28.91
China rockfish Central Pacific Coast,1917,28.62
China rockfish Northern Pacific Coast,1917,27.59
China rockfish Southern Pacific Coast,1917,27.53
Common sole ICES 7bc,1917,26.08
Copper rockfish Pacific Coast,1917,28.46
Cowcod Southern California,1917,28.63
Darkblotched rockfish Pacific Coast,1917,27.73
Deep water cape hake South Africa,1917,27.77
Dover sole Pacific Coast,1917,27.8
Dredge oyster Foveax Strait,1917,27.85
English sole Pacific Coast,1917,28.29
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1917,27.52
European plaice ICES 7bc,1917,27.64
Greenspotted rockfish Northern Pacific Coast,1917,29.7
Greenspotted rockfish Southern Pacific Coast,1917,26.52
Greenstriped rockfish Pacific Coast,1917,28.21
Jackass morwong Eastern half of Southeast Australia,1917,28.95
Kelp greenling Oregon Coast,1917,27.67
King mackerel Southern Atlantic coast,1917,28.55
Longnose skate Pacific Coast,1917,27.87
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1917,26.95
New Zealand snapper New Zealand SNA 1 east Northland,1917,27.12
Orange roughy New Zealand Challenger Plateau,1917,28.46
Orange roughy New Zealand Mid East Coast,1917,29.23
Orange roughy Northwest Chatham Rise,1917,28.41
Pacific halibut North Pacific,1917,27.79
Petrale sole Pacific Coast,1917,27.72
Red snapper Gulf of Mexico,1917,29.61
Rex sole Pacific Coast,1917,26.83
Sablefish Pacific Coast,1917,27.61
Sablefish Pacific Coast of Canada,1917,29.49
Shallow water cape hake South Africa,1917,29.47
Sharpchin rockfish Pacific Coast,1917,27.35
Shortspine thornyhead Pacific Coast,1917,29.19
Spanish mackerel Gulf of Mexico,1917,27.87
Splitnose rockfish Pacific Coast,1917,27.22
Spotted spiny dogfish Pacific Coast,1917,26.34
Spurdog Northeast Atlantic,1917,28.37
Tiger flathead Southeast Australia,1917,28.2
Tilefish Mid-Atlantic Coast,1917,26.63
West coast rock lobster South Africa Area 7,1917,27.16
West coast rock lobster South Africa Area 8,1917,29.82
West coast rock lobster South Africa Areas 1-2,1917,30.62
West coast rock lobster South Africa Areas 3-4,1917,29.08
West coast rock lobster South Africa Areas 5-6,1917,27.89
Widow rockfish Pacific Coast,1917,27.48
Yelloweye rockfish Pacific Coast,1917,28.44
Yellowtail rockfish Northern Pacific Coast,1917,29.69
Acadian redfish Gulf of Maine / Georges Bank,1918,26.64
American lobster Lobster Fishing Area 34,1918,29.35
